user_id,tx_id,timestamp,amount,currency,tx_type,counterparty_id,device_id,geo_lat,geo_lon,balance_after,is_labelled_fraud,anomaly_score,anomaly_label,tx_velocity,avg_amount_30d,avg_freq_30d,user_profile_strength_label,user_profile_strength_score,fuzzy_risk_category,fuzzy_risk_score
U0001,T00000013,2025-07-09 16:23:55,138.87,INR,credit,EXT531682,D_U0001_2,22.772612,82.864162,21456.14,0,0.0325007553042596,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000014,2025-07-12 07:18:55,134.35,INR,credit,EXT597923,D_U0001_3,22.775264,82.935763,21590.49,0,0.0602397466500102,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000015,2025-07-15 13:50:15,116.8,INR,debit,MCH72678,D_U0001_1,22.69382,82.743556,21473.69,0,0.0746550874213885,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000016,2025-07-18 09:55:02,125.2,INR,credit,MCH394150,D_U0001_3,22.634352,82.733341,21598.89,0,0.0686133599841735,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000017,2025-07-19 11:57:02,111.96,INR,credit,WLT82222,D_U0001_1,22.679221,82.927774,21710.85,0,0.0409626314729439,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000018,2025-07-22 09:28:34,177.29,INR,debit,EXT762658,D_U0001_2,22.80229,82.782982,21533.56,0,0.0720769391801182,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000019,2025-07-23 12:57:25,190.62,INR,debit,MCH413097,D_U0001_3,22.756906,82.705615,21342.94,0,0.0470915408073678,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000020,2025-07-25 15:38:28,510.91,INR,credit,WLT600500,D_U0001_2,22.583602,82.895154,21853.85,0,0.1185308356924181,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000021,2025-07-25 16:57:10,142.7,INR,debit,EXT781939,D_U0001_1,22.77148,82.758066,21711.15,0,0.031960514967005,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000022,2025-07-27 10:04:32,74.23,INR,debit,MCH514906,D_U0001_1,22.65247,82.872955,21636.92,0,0.0358037583545585,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000023,2025-07-27 11:59:11,738.03,INR,credit,EXT188852,D_U0001_1,22.640867,82.75713,22374.95,0,0.1371350337899907,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000024,2025-07-28 07:18:12,155.61,INR,credit,BNK916265,D_U0001_X2,22.703325,83.020947,22530.56,0,0.0366667795004055,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000025,2025-07-28 12:36:55,50.0,INR,debit,WLT13704,D_U0001_2,22.81966,83.02115,22480.56,0,0.0611004602109856,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000026,2025-07-29 09:10:15,111.07,INR,debit,WLT569565,D_U0001_3,22.675702,82.907487,22369.49,0,0.0354597978002675,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000027,2025-07-29 10:21:53,468.81,INR,debit,MCH885671,D_U0001_3,22.55104,82.870054,21900.68,0,0.0679092152936494,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000028,2025-07-29 15:45:04,209.61,INR,debit,WLT799759,D_U0001_3,22.851653,82.77804,21691.07,0,0.0143930211608724,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000029,2025-08-01 14:27:13,237.05,INR,debit,MCH765829,D_U0001_3,22.665419,82.794126,21454.02,0,0.0605724723077879,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000030,2025-08-02 08:11:08,223.16,INR,debit,MCH204969,D_U0001_1,22.881971,83.04323,21230.86,0,0.0396345890888589,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000031,2025-08-02 09:02:12,56.06,INR,credit,BNK836045,D_U0001_2,22.819982,82.836567,21286.92,0,0.0597096678217147,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000032,2025-08-05 10:47:15,72.76,INR,debit,EXT653644,D_U0001_1,22.758919,82.854847,21214.16,0,0.0849325402724219,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000033,2025-08-06 15:40:01,623.93,INR,debit,MCH924141,D_U0001_2,22.793575,82.835904,20590.23,0,0.1416407755132367,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000034,2025-08-08 07:37:11,64.92,INR,debit,WLT114823,D_U0001_3,22.734697,82.959165,20525.31,0,0.0741490839917532,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000035,2025-08-10 16:45:04,111.99,INR,debit,BNK564718,D_U0001_2,22.738937,82.793862,20413.32,0,0.0668477417358609,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000036,2025-08-11 12:22:57,188.66,INR,debit,BNK483933,D_U0001_2,22.78345,82.728273,20224.66,0,0.0179638640356624,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000037,2025-08-12 08:28:19,75.38,INR,debit,EXT802170,D_U0001_1,22.716741,82.829678,20149.28,0,0.0453072721698612,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000038,2025-08-12 10:47:18,50.0,INR,debit,BNK585191,D_U0001_2,22.67767,82.928448,20099.28,0,0.0606010084958142,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000039,2025-08-13 15:41:21,64.67,INR,debit,WLT951916,D_U0001_3,22.623837,82.794004,20034.61,0,0.0563385546326993,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000040,2025-08-14 12:28:53,68.5,INR,debit,EXT958914,D_U0001_1,22.708339,82.834967,19966.11,0,0.0486357906710832,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000041,2025-08-14 15:17:26,145.03,INR,debit,WLT775654,D_U0001_2,22.577301,82.844923,19821.08,0,0.0319377213939993,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000042,2025-08-15 08:01:30,50.0,INR,credit,WLT838226,D_U0001_2,22.829802,82.946414,19871.08,0,0.0488093436779165,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000043,2025-08-15 09:39:44,50.0,INR,credit,MCH565953,D_U0001_2,22.802704,82.829297,19921.08,0,0.0475200380478091,0,4,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000044,2025-08-15 16:09:27,14597.38,INR,debit,WLT334008,D_U0001_1,22.702353,82.765646,5323.7,0,0.7356327274403895,1,3,297.27,0.5333,medium,5.0,high,67.34915603854863
U0001,T00000045,2025-08-17 10:20:27,565.05,INR,debit,MCH456376,D_U0001_1,23.025554,82.911662,4758.65,0,0.1131410078510592,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000046,2025-08-21 09:28:04,701.38,INR,debit,MCH966940,D_U0001_1,22.604124,82.884953,4057.27,0,0.1961297789094516,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000047,2025-08-22 16:41:25,69.05,INR,debit,WLT704180,D_U0001_2,22.738149,82.846973,3988.22,0,0.0560098538931989,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000048,2025-08-23 10:35:27,258.23,INR,debit,BNK833481,D_U0001_1,22.799963,82.729317,3729.99,0,0.0474636616830806,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000049,2025-08-26 15:58:37,345.05,INR,credit,MCH595766,D_U0001_2,22.722294,82.929196,4075.04,0,0.1053773949716368,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000050,2025-08-27 08:25:43,74.24,INR,debit,WLT533238,D_U0001_1,22.700432,83.067927,4000.8,0,0.042671951539065,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000051,2025-08-29 16:58:03,410.3,INR,credit,WLT422160,D_U0001_3,22.771746,82.595307,4411.1,0,0.106810335853876,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000052,2025-08-31 07:19:14,50.0,INR,credit,MCH49569,D_U0001_3,22.611841,82.771257,4461.1,0,0.0639088331569084,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000053,2025-08-31 08:58:01,128.24,INR,debit,BNK506931,D_U0001_1,22.615389,82.79317,4332.86,0,0.0350056903010038,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000054,2025-09-01 09:50:16,97.24,INR,credit,BNK201134,D_U0001_2,22.84335,83.023651,4430.1,0,0.03703975642162,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000055,2025-09-03 13:39:47,150.01,INR,credit,WLT553899,D_U0001_1,22.743121,82.80113,4580.11,0,0.0585164755259278,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000056,2025-09-06 14:31:01,50.0,INR,credit,MCH351699,D_U0001_2,22.761883,82.860642,4630.11,0,0.1026880326539797,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000057,2025-09-08 12:56:52,671.51,INR,credit,MCH344827,D_U0001_3,22.666362,82.884583,5301.62,0,0.1653792371504106,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000058,2025-09-14 11:12:21,176.02,INR,debit,BNK642958,D_U0001_2,22.733999,82.756874,5125.6,0,0.1237318405981286,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000059,2025-09-14 11:21:52,1040.14,INR,debit,EXT111987,D_U0001_2,22.879669,82.926448,4085.46,0,0.2127395519193221,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000060,2025-09-15 13:30:58,51.32,INR,debit,EXT393041,D_U0001_3,22.670006,82.810192,4034.14,0,0.0699301035962689,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000061,2025-09-16 12:12:20,363.87,INR,debit,WLT219385,D_U0001_2,22.517984,82.910196,3670.27,0,0.0714015094527415,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000062,2025-09-22 07:51:05,115.07,INR,debit,EXT653789,D_U0001_2,22.825158,82.850338,3555.2,0,0.1121929566954031,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000063,2025-09-28 10:24:57,117.7,INR,credit,WLT672722,D_U0001_3,22.68828,82.862408,3672.9,0,0.1267538212329094,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000064,2025-10-04 16:50:21,50.0,INR,debit,BNK592051,D_U0001_3,22.830804,82.915807,3622.9,0,0.1643660352058173,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000065,2025-10-06 07:08:01,173.83,INR,debit,EXT656253,D_U0001_1,22.838716,82.738244,3449.07,0,0.055681784314638,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000066,2025-10-06 09:44:34,193.13,INR,credit,EXT575883,D_U0001_3,22.515429,82.781072,3642.2,0,0.0375521509614756,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000067,2025-10-09 11:43:41,119.76,INR,debit,BNK837094,D_U0001_3,22.687801,82.875342,3522.44,0,0.0516463434290109,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000068,2025-10-10 11:41:12,50.0,INR,debit,EXT781043,D_U0001_1,22.702731,82.859766,3472.44,0,0.0647630350795409,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000069,2025-10-10 12:09:08,286.27,INR,debit,BNK841420,D_U0001_3,22.871034,82.746869,3186.17,0,0.0553566960382016,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000070,2025-10-15 11:00:49,84.7,INR,debit,EXT878668,D_U0001_2,22.659434,82.856386,3101.47,0,0.1069891862398345,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000071,2025-10-16 09:31:52,727.98,INR,debit,MCH976652,D_U0001_1,22.69355,82.808547,2373.49,0,0.1575558216191084,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000072,2025-10-17 11:16:35,66.18,INR,debit,BNK370857,D_U0001_1,22.681427,82.908752,2307.31,0,0.0415385307760711,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000073,2025-10-20 16:51:39,291.26,INR,credit,WLT347211,D_U0001_3,22.839563,82.931669,2598.57,0,0.0920429322950706,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000074,2025-10-21 09:12:21,272.7,INR,credit,WLT225154,D_U0001_1,22.868455,82.770139,2871.27,0,0.0470011470149026,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000075,2025-10-24 08:04:57,104.82,INR,debit,WLT783584,D_U0001_2,22.784787,82.87307,2766.45,0,0.0713833609579597,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000076,2025-10-26 11:36:46,140.02,INR,credit,BNK403468,D_U0001_2,22.842772,82.981777,2906.47,0,0.0306890111467587,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000077,2025-10-28 13:00:18,100.41,INR,credit,EXT650140,D_U0001_1,22.63777,82.808935,3006.88,0,0.0618117237294377,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000078,2025-10-28 13:30:51,317.65,INR,debit,BNK320158,D_U0001_1,22.671024,82.866019,2689.23,0,0.047161553063132,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000079,2025-10-29 15:48:07,1581.0,INR,debit,EXT398368,D_U0001_X1,22.683305,82.731442,1108.23,0,0.3436289091978716,0,1,297.27,0.5333,medium,5.0,low,18.626333008125815
U0001,T00000080,2025-10-30 10:13:34,62.44,INR,credit,MCH277865,D_U0001_3,22.574098,82.979414,1170.67,0,0.0549357676250751,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000081,2025-10-30 13:36:23,452.68,INR,debit,BNK331549,D_U0001_3,22.642199,82.919828,717.99,0,0.0644508438160207,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000082,2025-10-30 13:47:02,137.33,INR,debit,WLT452983,D_U0001_2,22.741588,82.746031,580.66,0,0.0326430692975383,0,4,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000083,2025-11-02 15:07:16,78.99,INR,debit,BNK623099,D_U0001_1,22.713469,82.834196,501.67,0,0.0847142334780114,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000084,2025-11-04 08:50:19,98.88,INR,credit,EXT832412,D_U0001_2,22.630466,82.981589,600.55,0,0.0564922739901297,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000085,2025-11-04 13:47:06,184.59,INR,credit,BNK699472,D_U0001_1,22.772341,82.918988,785.14,0,0.0384200136977086,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000086,2025-11-06 11:03:40,168.03,INR,debit,BNK24892,D_U0001_2,22.669506,82.77383,617.11,0,0.06069215871869,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000087,2025-11-09 16:19:21,50.0,INR,debit,WLT487456,D_U0001_3,22.689031,82.70328,567.11,0,0.1062659219254081,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000088,2025-11-10 12:59:02,78.59,INR,debit,MCH738361,D_U0001_2,22.832986,82.87195,488.52,0,0.0449031571136296,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000089,2025-11-12 08:33:16,471.12,INR,debit,WLT471267,D_U0001_2,22.738158,82.819701,17.4,0,0.0863102980985221,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000090,2025-11-15 07:15:56,194.99,INR,credit,MCH709396,D_U0001_1,22.696758,82.872741,212.39,0,0.0765640369255811,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000091,2025-11-17 12:16:33,1746.59,INR,credit,WLT753007,D_U0001_3,22.666512,82.830157,1958.98,0,0.3748289965837338,0,1,297.27,0.5333,medium,5.0,low,19.377539100000433
U0001,T00000092,2025-11-18 16:17:38,74.73,INR,credit,EXT756606,D_U0001_3,22.858205,82.971586,2033.71,0,0.028202753824218,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000093,2025-11-20 12:51:43,119.62,INR,credit,EXT167808,D_U0001_1,22.704343,82.979694,2153.33,0,0.0557870801083162,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000094,2025-11-21 11:00:29,126.99,INR,credit,MCH640421,D_U0001_1,22.627867,82.842811,2280.32,0,0.0227269304633494,0,2,297.27,0.5333,medium,5.0,low,17.61904761904762
U0001,T00000095,2025-11-23 16:24:49,281.66,INR,debit,EXT442046,D_U0001_2,22.768293,82.964715,1998.66,0,0.0749727847826367,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000096,2025-11-26 11:48:52,54.68,INR,debit,BNK162200,D_U0001_3,22.689079,82.736304,1943.98,0,0.1036789944266711,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000097,2025-11-29 15:18:45,50.0,INR,debit,WLT655073,D_U0001_3,22.861702,82.855548,1893.98,0,0.0860418642428942,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0001,T00000098,2025-12-07 08:39:56,507.89,INR,credit,BNK394232,D_U0001_1,22.637151,82.931075,2401.87,0,0.2071628412305199,0,1,297.27,0.5333,medium,5.0,low,15.68945264061967
U0001,T00000099,2025-12-07 12:09:48,50.0,INR,debit,WLT785959,D_U0001_2,14.678244,88.054673,2351.87,0,0.3414361653721795,0,2,297.27,0.5333,medium,5.0,low,18.57445232503772
U0001,T00000100,2025-12-08 07:00:43,154.53,INR,credit,BNK393699,D_U0001_3,22.698734,83.077616,2506.4,0,0.296693075877628,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000101,2025-12-08 09:20:35,96.19,INR,credit,MCH69645,D_U0001_3,22.737092,82.847708,2602.59,0,0.0166912724906808,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000102,2025-12-08 14:07:36,400.9,INR,debit,MCH892042,D_U0001_3,22.480779,82.772226,2201.69,0,0.0579227100819306,0,3,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000103,2025-12-08 15:58:08,223.48,INR,debit,WLT772398,D_U0001_3,22.793756,82.886388,1978.21,0,0.0185901332205794,0,4,297.27,0.5333,medium,5.0,low,0.0
U0001,T00000104,2025-12-10 07:21:05,203.02,INR,debit,WLT413489,D_U0001_2,22.753503,82.78223,1775.19,0,0.0622892855894871,0,1,297.27,0.5333,medium,5.0,low,15.555555555555555
U0002,T00000105,2025-07-02 19:47:23,266.17,INR,credit,MCH896340,D_U0002_3,8.417118,75.297599,146504.67,0,0.1476261484493972,0,1,91.76,0.0333,weak,2.0,low,0.0
U0002,T00000106,2025-07-08 15:03:38,145.58,INR,credit,MCH546648,D_U0002_1,8.618675,75.05946,146650.25,0,0.2196817482405346,0,1,91.76,0.0333,weak,2.0,low,0.0
U0002,T00000107,2025-07-29 18:29:45,274.52,INR,credit,EXT245426,D_U0002_2,21.876571,85.122407,146924.77,0,0.5920427780754649,0,1,91.76,0.0333,weak,2.0,low,0.0
U0002,T00000108,2025-09-12 14:28:55,233.51,INR,debit,WLT886097,D_U0002_3,8.341689,75.279472,146691.26,0,0.6984182556076347,1,1,91.76,0.0333,weak,2.0,high,82.34540501860238
U0002,T00000109,2025-10-14 13:44:05,10000.0,INR,credit,WLT97997,D_U0002_2,8.475969,75.178471,156691.26,1,0.815466526044732,1,1,91.76,0.0333,weak,2.0,high,84.44444444444444
U0002,T00000110,2025-10-14 15:09:05,9057.35,INR,debit,BNK931206,D_U0002_2,8.475969,75.178471,147633.91,1,0.517799055638823,0,2,91.76,0.0333,weak,2.0,low,0.0
U0002,T00000111,2025-11-12 19:05:09,91.76,INR,credit,BNK444649,D_U0002_3,8.617911,75.235551,147725.67,0,0.5197932899919163,0,1,91.76,0.0333,weak,2.0,low,0.0
U0003,T00000112,2025-06-20 20:20:02,471.55,INR,credit,EXT348083,D_U0003_2,23.273164,74.545848,81716.64,0,0.0944441497646239,0,1,283.52,0.1,weak,2.0,low,0.0
U0003,T00000113,2025-06-23 18:56:58,76.22,INR,debit,WLT525353,D_U0003_1,23.23046,74.489198,81640.42,0,0.0877773011567188,0,1,283.52,0.1,weak,2.0,low,0.0
U0003,T00000114,2025-07-09 18:22:22,51.99,INR,debit,BNK188026,D_U0003_1,23.254316,74.588668,81588.43,0,0.3191182162151225,0,1,283.52,0.1,weak,2.0,low,0.0
U0003,T00000115,2025-07-15 16:02:04,50.0,INR,credit,BNK379311,D_U0003_2,9.717532,89.042465,81638.43,0,0.427845416759231,0,1,283.52,0.1,weak,2.0,low,0.0
U0003,T00000116,2025-07-26 16:38:41,10000.0,INR,credit,MCH333738,D_U0003_X1,9.92751,62.251022,91638.43,1,0.7965437719296972,1,1,283.52,0.1,weak,2.0,high,84.38014695929344
U0003,T00000117,2025-07-26 20:49:46,129.71,INR,credit,MCH770583,D_U0003_1,23.236001,74.540879,91768.14,0,0.3085682390636787,0,2,283.52,0.1,weak,2.0,low,0.0
U0003,T00000118,2025-07-28 13:23:12,208.33,INR,credit,BNK508940,D_U0003_2,23.251573,74.327207,91976.47,0,0.0619324680794897,0,1,283.52,0.1,weak,2.0,low,0.0
U0003,T00000119,2025-08-12 16:08:13,206.99,INR,credit,MCH501868,D_U0003_1,23.319887,74.584592,92183.46,0,0.2807110814766605,0,1,283.52,0.1,weak,2.0,low,0.0
U0003,T00000120,2025-08-12 18:07:48,12238.33,INR,debit,EXT246845,D_U0003_1,23.018838,74.598173,79945.13,0,0.6301674627833496,0,2,283.52,0.1,weak,2.0,high,80.74433512173863
U0003,T00000121,2025-08-18 12:17:45,56.6,INR,credit,EXT985532,D_U0003_2,23.255551,74.520829,80001.73,1,0.1535688733207412,0,1,283.52,0.1,weak,2.0,low,0.0
U0003,T00000122,2025-08-18 12:25:30,142.37,INR,credit,BNK539232,D_U0003_2,23.182023,74.490776,80144.1,1,0.0144121659032686,0,2,283.52,0.1,weak,2.0,low,0.0
U0003,T00000123,2025-08-18 12:43:44,50.0,INR,credit,WLT504047,D_U0003_2,23.405586,74.59507,80194.1,1,0.0555073696181721,0,3,283.52,0.1,weak,2.0,low,0.0
U0003,T00000124,2025-08-18 12:43:50,121.34,INR,credit,MCH105051,D_U0003_2,23.303075,74.597604,80315.44,1,0.0255099530032504,0,4,283.52,0.1,weak,2.0,low,0.0
U0003,T00000125,2025-08-18 14:43:03,87.28,INR,credit,MCH791621,D_U0003_1,23.093101,74.634486,80402.72,1,0.0623695600960379,0,5,283.52,0.1,weak,2.0,low,0.0
U0003,T00000126,2025-08-18 14:54:26,313.26,INR,credit,EXT380399,D_U0003_1,23.070753,74.653884,80715.98,1,0.062853081181924,0,6,283.52,0.1,weak,2.0,low,0.0
U0003,T00000127,2025-08-18 15:04:31,91.77,INR,credit,WLT492893,D_U0003_1,23.317393,74.582704,80807.75,1,0.0672978164264143,0,7,283.52,0.1,weak,2.0,low,0.0
U0003,T00000128,2025-08-18 15:16:07,123.44,INR,credit,WLT407977,D_U0003_1,23.232293,74.563132,80931.19,1,0.0889154676262041,0,8,283.52,0.1,weak,2.0,low,0.0
U0003,T00000129,2025-08-18 15:22:09,117.23,INR,credit,EXT479459,D_U0003_2,23.065722,74.663828,81048.42,1,0.1246471576960185,0,9,283.52,0.1,weak,2.0,low,0.0
U0003,T00000130,2025-08-18 15:44:36,130.46,INR,credit,EXT888753,D_U0003_1,23.326231,74.412651,81178.88,1,0.1483311489086091,0,10,283.52,0.1,weak,2.0,low,0.0
U0003,T00000131,2025-08-18 15:46:11,50.74,INR,credit,EXT770668,D_U0003_2,23.034311,74.514896,81229.62,1,0.2203822854326522,0,11,283.52,0.1,weak,2.0,low,0.0
U0003,T00000132,2025-08-18 16:14:49,214.4,INR,credit,BNK171970,D_U0003_1,23.208323,74.655549,81444.02,1,0.1838154390874275,0,12,283.52,0.1,weak,2.0,low,0.0
U0003,T00000133,2025-08-18 16:24:03,67.84,INR,credit,BNK837871,D_U0003_1,23.188256,74.430426,81511.86,1,0.2079608127817633,0,13,283.52,0.1,weak,2.0,low,0.0
U0003,T00000134,2025-08-18 16:36:42,50.0,INR,credit,EXT590401,D_U0003_1,23.220329,74.564074,81561.86,1,0.2305621793291612,0,14,283.52,0.1,weak,2.0,low,0.0
U0003,T00000135,2025-08-18 16:54:43,67.95,INR,credit,MCH256130,D_U0003_2,23.224125,74.509297,81629.81,1,0.2396168876811731,0,15,283.52,0.1,weak,2.0,low,0.0
U0003,T00000136,2025-08-18 17:27:24,920.84,INR,credit,EXT72731,D_U0003_2,23.253707,74.617034,82550.65,1,0.3817328764362962,0,16,283.52,0.1,weak,2.0,low,0.0
